row_num,Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
249,WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,126000,2024-12-19
250,SkillFlow_602,RealEstate,PropTech,Mumbai,"IFC, Prosus Ventures",Pre-Series A,150000,2021-07-09
251,GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,2025-03-17
252,SmartTech,E-commerce,Quick Commerce,Gurugram,"Accel, Info Edge",Pre-Series A,123000,2024-06-13
253,LogiSense,E-commerce,Quick Commerce,Hyderabad,"Kalaari Capital, Mirae Asset",Pre-Series A,457000,2024-01-08
254,NextFlow,E-commerce,Quick Commerce,Bengaluru,"IFC, Tiger Global Management",Pre-Series A,104000,2024-02-09
255,Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,788000,2020-09-23
256,Nykaa,RealEstate,Rental Tech,Noida,"Accel, Blume Ventures, Kalaari Capital",Pre-Series A,195000,2024-02-29
257,GreenEdge,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Pre-Series A,671000,2020-07-28
258,QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,2023-03-19
259,SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,659000,2024-03-07
260,SkillFlow,Mobility,Ride Sharing,Pune,"Mirae Asset, Prosus Ventures",Pre-Series A,132000,2021-08-03
261,CRED,Mobility,Ride Sharing,Bengaluru,"Falcon Edge, Nexus Venture Partners",Pre-Series A,113000,2023-11-12
262,Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,222000,2024-02-02
263,GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000,2023-06-14
264,DataAnalytics,Consumer Electronics,Smart Home,Noida,Matrix Partners India,Pre-Series A,106000,2022-02-15
265,SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,2023-03-28
266,AeroHub,Media,Social,Mumbai,"Mirae Asset, Tiger Global",Pre-Series A,313000,2021-11-08
267,Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,2022-07-26
268,MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000,2020-07-26
269,BigBasket,Media,Streaming,Hyderabad,Info Edge,Pre-Series A,320000,2022-02-10
270,NoBroker,Media,Streaming,Mumbai,A91 Partners,Pre-Series A,557000,2022-05-27
271,SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,2024-10-13
272,BlueTech,Media,Streaming,Delhi,"Info Edge, Sequoia Capital India",Pre-Series A,235000,2021-10-24
273,HomeMart,AgriTech,Supply Chain,Kolkata,"Kedaara Capital, Lightspeed India",Pre-Series A,643000,2023-07-13
274,DriveLoop,Logistics,Supply Chain,Noida,"Elevation Capital, Prosus Ventures",Pre-Series A,262000,2022-01-18
275,GrowthFlow,AgriTech,Supply Chain,Kolkata,"Mirae Asset, Ribbit Capital",Pre-Series A,977000,2024-06-11
276,NimbusWorks,HealthTech,Telemedicine,Chennai,Zodius Capital,Pre-Series A,126000,2022-07-23
277,DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,2022-08-28
278,Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,448000,2024-06-16
279,AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,2025-03-05
280,SkillRise,EdTech,UpSkilling,Gurugram,Mirae Asset,Pre-Series A,710000,2024-09-02
281,UrbanDrive,EdTech,UpSkilling,Mumbai,"LCatterton, Ventures India",Pre-Series A,753000,2021-05-05
282,GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,2020-06-17
283,Bounce,FinTech,WealthTech,Kolkata,Nexus Venture Partners,Pre-Series A,646000,2021-07-06
284,HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,753000,2025-02-10
285,Dunzo,Consumer Electronics,Wearables,Noida,Blume Ventures,Pre-Series A,111000,2022-10-20
286,BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,2022-10-15
287,SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,2021-03-17
288,FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,2023-12-23
289,Myntra,Retail,Fashion,Kolkata,"Elevation Capital, Ribbit Capital",Private Equity,403808000,2022-02-19
290,ClearDekho,Logistics,Last Mile,Pune,Y Combinator,Private Equity,151993000,2024-12-05
291,Zomato,HealthTech,Pharmacy,Mumbai,"Blume Ventures, Elevation Capital",Private Equity,201485000,2024-02-29
292,Bounce,Enterprise,Analytics,Hyderabad,Sequoia Capital India,Seed,1762000,2021-02-11
293,FinFoods,Enterprise,Analytics,Pune,Info Edge,Seed,331000,2024-06-25
294,HealthRise,Enterprise,Analytics,Noida,"Sequoia Capital India, Tiger Global",Seed,1666000,2024-02-11
295,DriveLoop,Consumer Electronics,Audio,Bengaluru,Info Edge,Seed,158000,2021-11-01
296,Oyo,Consumer Electronics,Audio,Mumbai,Kalaari Capital,Seed,66000,2023-01-05
297,Delhivery,Consumer Electronics,Audio,Pune,"Bessemer Venture Partners, Omidyar Network",Seed,52000,2020-08-12
298,BharatPe,Consumer Electronics,Audio,Bengaluru,Peak XV,Seed,621000,2021-10-14
299,Urban Company,Consumer Electronics,Audio,Kolkata,"Omidyar Network, Ribbit Capital",Seed,1664000,2023-07-23
300,ClearTax,Consumer Electronics,Audio,Noida,"Bessemer Venture Partners, IFC",Seed,1786000,2024-03-09
301,LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,2024-02-14
302,Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,2021-08-17
303,InMobi,Consumer Electronics,Audio,Gurugram,"Matrix Partners India, Y Combinator",Seed,191000,2025-01-08
304,QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,88000,2022-10-15
305,MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,2020-10-16
306,HomeFoods,Enterprise,Automation,Pune,"LCatterton, Sequoia Capital India, Tiger Global",Seed,165000,2024-10-30
307,NextFlow,Enterprise,Automation,Delhi,Lightspeed India,Seed,1741000,2020-10-26
308,WorkPay,Enterprise,Automation,Kolkata,"Accel, Falcon Edge, Omidyar Network",Seed,319000,2021-02-24
309,HyperLoop,Enterprise,Automation,Delhi,"Kedaara Capital, Mirae Asset, Sequoia Capital India",Seed,1367000,2020-05-26
310,AgriSense,Enterprise,Automation,Hyderabad,"Falcon Edge, Y Combinator",Seed,1034000,2023-11-30
311,BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,532000,2023-03-13
312,FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,114000,2023-11-08
313,DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,98000,2024-04-25
314,HomeAnalytics,SaaS,B2B SaaS,Chennai,Matrix Partners India,Seed,194000,2022-10-25
315,EduMart,SaaS,B2B SaaS,Ahmedabad,"LCatterton, Lightspeed India",Seed,938000,2024-08-24
316,WorkFit,SaaS,B2B SaaS,Gurugram,Kedaara Capital,Seed,343000,2021-01-09
317,NoBroker,SaaS,B2B SaaS,Mumbai,"Blume Ventures, Y Combinator",Seed,285000,2024-03-31
318,AutoMart,FoodTech,Cloud Kitchen,Kolkata,SoftBank Vision Fund,Seed,67000,2024-08-23
319,NextSense,FoodTech,Cloud Kitchen,Pune,"Info Edge, Tiger Global Management",Seed,1903000,2023-11-22
320,FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,2021-06-20
321,ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,148000,2022-08-09
322,EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,137000,2023-03-17
323,FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,2020-01-14
324,NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,2024-01-07
325,AgriHive,EdTech,Coding Bootcamp,Noida,"Falcon Edge, IFC",Seed,157000,2021-01-25
326,MediWorks,EdTech,Coding Bootcamp,Bengaluru,"LCatterton, Tiger Global Management, Y Combinator",Seed,1319000,2022-08-26
327,DriveLoop,EdTech,Coding Bootcamp,Delhi,"Kalaari Capital, Ventures India",Seed,56000,2023-09-08
328,QuantumDrive,EdTech,Coding Bootcamp,Pune,"Falcon Edge, Y Combinator",Seed,670000,2020-06-08
329,SmartCare,EdTech,Coding Bootcamp,Noida,Accel,Seed,271000,2022-10-01
330,ClearDekho,EdTech,Coding Bootcamp,Gurugram,Bessemer Venture Partners,Seed,79000,2021-01-31
331,Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,152000,2025-01-12
332,HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000,2022-01-17
333,Dunzo,Media,Content,Gurugram,"Accel, Nexus Venture Partners",Seed,78000,2021-10-16
334,SkillFlow,Media,Content,Delhi,"Matrix Partners India, Tiger Global",Seed,120000,2024-02-26
335,UrbanSolutions,Media,Content,Mumbai,"Mirae Asset, Tiger Global",Seed,95000,2021-05-02
336,HomeFoods,Media,Content,Pune,"Blume Ventures, Ribbit Capital",Seed,877000,2022-05-03
337,CoreSpace,Media,Content,Kolkata,"Bessemer Venture Partners, Omidyar Network",Seed,383000,2024-04-17
338,Porter,Media,Content,Pune,"Kedaara Capital, Tiger Global Management",Seed,489000,2023-12-19
339,Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,2020-05-02
340,Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,2023-08-11
341,FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,2020-08-08
342,InMobi,E-commerce,D2C,Kolkata,Elevation Capital,Seed,181000,2020-07-17
343,Freshworks,E-commerce,D2C,Ahmedabad,"Lightspeed India, Zodius Capital",Seed,805000,2020-09-04
344,Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,98000,2021-08-03
345,LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,101000,2022-07-01
346,Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,1665000,2022-04-03
347,HyperLabs,SaaS,DevTools,Kolkata,Accel,Seed,75000,2024-08-30
348,UrbanSolutions,SaaS,DevTools,Pune,"IFC, Omidyar Network",Seed,233000,2021-10-26
349,NoBroker,SaaS,DevTools,Delhi,Sequoia Capital India,Seed,65000,2022-07-02
350,CloudPay,SaaS,DevTools,Pune,"Kedaara Capital, Nexus Venture Partners",Seed,1612000,2020-10-29
351,Groww,SaaS,DevTools,Chennai,"Peak XV, Tiger Global Management",Seed,65000,2020-06-02
352,BharatPe,SaaS,DevTools,Pune,"Elevation Capital, Matrix Partners India, Ribbit Capital",Seed,596000,2021-08-19
353,BlueRise,SaaS,DevTools,Mumbai,Ventures India,Seed,64000,2020-07-19
354,NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,2020-12-26
355,AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,83000,2023-01-14
356,Wakefit,HealthTech,Diagnostics,Kolkata,Matrix Partners India,Seed,133000,2021-05-23
357,UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,2022-04-16
358,SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,1416000,2020-03-25
359,Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,2024-08-21
360,BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000,2022-07-07
361,Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,2020-10-02
362,Mobikwik,Retail,E-Retail,Pune,"Accel, Bessemer Venture Partners, IFC",Seed,84000,2021-05-26
363,Porter,Retail,E-Retail,Hyderabad,A91 Partners,Seed,1788000,2020-02-22
364,Practo,Retail,E-Retail,Gurugram,Matrix Partners India,Seed,66000,2020-06-15
365,Postman,Retail,E-Retail,Chennai,Tiger Global,Seed,390000,2023-07-15
366,Porter,Retail,E-Retail,Kolkata,Zodius Capital,Seed,255000,2021-02-13
367,AgriHive,Retail,E-Retail,Ahmedabad,Accel,Seed,879000,2024-07-27
368,AgriSense,Retail,E-Retail,Chennai,Sequoia Capital India,Seed,1746000,2024-01-22
369,CureFit,Retail,E-Retail,Bengaluru,"Elevation Capital, Ventures India",Seed,412000,2022-03-27
370,HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,2024-04-03
371,QuantumSolutions,Mobility,EV,Noida,IFC,Seed,104000,2020-02-26
372,FreshTech,Mobility,EV,Mumbai,Info Edge,Seed,169000,2024-09-19
373,ShareChat,Mobility,EV,Kolkata,"SoftBank Vision Fund, Ventures India",Seed,148000,2024-01-19
374,WorkPay_256,Mobility,EV,Pune,"LCatterton, Peak XV, Prosus Ventures",Seed,1580000,2023-07-30
375,SkillFlow,Mobility,EV,Chennai,"Bessemer Venture Partners, Blume Ventures, Nexus Venture Partners",Seed,1149000,2024-06-26
376,ClearTax,Mobility,EV,Gurugram,"Accel, Prosus Ventures",Seed,192000,2025-01-11
377,AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,2024-11-20
378,WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,2022-05-28
379,Ola,Retail,Fashion,Mumbai,Tiger Global Management,Seed,62000,2023-01-12
380,Housejoy,Retail,Fashion,Bengaluru,"Falcon Edge, SoftBank Vision Fund, Y Combinator",Seed,1600000,2022-05-27
381,Mobikwik,E-commerce,Fashion,Bengaluru,"Ventures India, Y Combinator",Seed,227000,2020-09-10
382,HomeMart,Retail,Fashion,Gurugram,Lightspeed India,Seed,517000,2024-04-16
383,Zomato,Retail,Fashion,Pune,"Ribbit Capital, SoftBank Vision Fund",Seed,442000,2021-12-22
384,HealthWorks,E-commerce,Fashion,Bengaluru,Ventures India,Seed,103000,2021-01-03
385,HomeAnalytics,E-commerce,Fashion,Delhi,Y Combinator,Seed,65000,2020-06-08
386,Cars24,E-commerce,Fashion,Mumbai,"Mirae Asset, Prosus Ventures",Seed,141000,2022-03-25
387,CoreFlow,Retail,Fashion,Kolkata,"Mirae Asset, Tiger Global Management",Seed,1560000,2023-02-19
388,QuantumSolutions,Retail,Fashion,Delhi,"A91 Partners, Mirae Asset",Seed,1998000,2024-06-24
389,SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,2022-04-11
390,GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,53000,2022-02-09
391,Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,108000,2020-04-23
392,CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,107000,2022-10-02
393,EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,2022-01-28
394,HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,463000,2022-11-07
395,FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,2025-01-06
396,BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,2024-11-17
397,UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000,2023-07-25
398,GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000,2024-04-11
399,Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,2025-03-17
400,FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,2024-08-26
401,InMobi,Logistics,Fleet Management,Noida,Tiger Global Management,Seed,242000,2022-06-23
402,EduBox,Logistics,Fleet Management,Ahmedabad,Kalaari Capital,Seed,68000,2025-06-19
403,GreenConnect,Logistics,Fleet Management,Mumbai,"Lightspeed India, Matrix Partners India, Mirae Asset",Seed,692000,2022-06-24
404,NeoSense,Logistics,Fleet Management,Hyderabad,LCatterton,Seed,1360000,2022-11-25
405,InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,2022-12-23
406,PhonePe,Logistics,Fleet Management,Chennai,"Accel, Tiger Global Management",Seed,69000,2022-02-18
407,Rapido,FoodTech,Food Delivery,Kolkata,"A91 Partners, Kedaara Capital, Tiger Global Management",Seed,459000,2023-11-27
408,BlueSpace,FoodTech,Food Delivery,Chennai,"A91 Partners, Sequoia Capital India",Seed,341000,2020-06-16
409,NimbusWorks,FoodTech,Food Delivery,Kolkata,"Prosus Ventures, Zodius Capital",Seed,1631000,2020-09-25
410,HyperLoop,FoodTech,Food Delivery,Gurugram,"Nexus Venture Partners, Ribbit Capital",Seed,595000,2021-08-04
411,Flipkart,FoodTech,Food Delivery,Pune,"Bessemer Venture Partners, Prosus Ventures",Seed,587000,2021-12-06
412,NextStack,FoodTech,Food Delivery,Bengaluru,"Falcon Edge, Mirae Asset",Seed,201000,2021-12-08
413,Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,80000,2020-09-25
414,NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,701000,2023-02-14
415,Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,2024-11-29
416,CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,2023-09-12
417,GreenConnect,FoodTech,Grocery,Delhi,"IFC, Ribbit Capital",Seed,309000,2020-06-10
418,Oyo,Retail,Grocery,Ahmedabad,SoftBank Vision Fund,Seed,152000,2022-11-05
419,WorkStack_149,E-commerce,Grocery,Chennai,"Nexus Venture Partners, Omidyar Network, Tiger Global Management",Seed,140000,2024-01-22
420,UrbanSolutions,Retail,Grocery,Pune,Omidyar Network,Seed,942000,2023-02-28
421,NimbusLabs,E-commerce,Grocery,Mumbai,A91 Partners,Seed,355000,2023-01-17
422,AeroAnalytics,FoodTech,Grocery,Chennai,"Elevation Capital, Ribbit Capital",Seed,235000,2023-01-03
423,FreshTech,FoodTech,Grocery,Ahmedabad,Elevation Capital,Seed,598000,2020-05-13
424,Bounce,FoodTech,Grocery,Pune,Mirae Asset,Seed,231000,2025-03-22
425,NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,2024-06-04
426,QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,2022-08-22
427,FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,2021-01-29
428,HealthRise,Retail,Grocery,Ahmedabad,"Info Edge, Mirae Asset, Prosus Ventures",Seed,142000,2024-07-22
429,AgriFit,Retail,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Seed,1218000,2023-11-24
430,HealthRise,Retail,Grocery,Gurugram,"Elevation Capital, Prosus Ventures",Seed,82000,2020-03-21
431,WorkStack,Retail,Grocery,Bengaluru,"Bessemer Venture Partners, Blume Ventures",Seed,1593000,2020-04-17
432,Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,55000,2021-04-03
433,Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,55000,2022-01-26
434,FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,130000,2023-06-21
435,Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,2021-01-09
436,HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,2025-05-22
437,HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,517000,2024-07-29
438,Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,2025-05-18
439,Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000,2023-08-23
440,HyperLabs,SaaS,HRTech,Chennai,"A91 Partners, SoftBank Vision Fund",Seed,175000,2022-01-28
441,Licious,SaaS,HRTech,Chennai,"Accel, Falcon Edge, Peak XV",Seed,173000,2025-05-17
442,Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,2022-09-22
443,NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,2020-07-21
444,NimbusLabs,HealthTech,Health Analytics,Hyderabad,Blume Ventures,Seed,407000,2020-08-18
445,Housejoy,HealthTech,Health Analytics,Noida,Zodius Capital,Seed,141000,2025-06-27
446,SkillRise,HealthTech,Health Analytics,Gurugram,"Accel, Info Edge, Y Combinator",Seed,1535000,2021-11-07
447,CloudPay,HealthTech,Health Analytics,Pune,"A91 Partners, Matrix Partners India, Mirae Asset",Seed,666000,2023-11-24
448,UrbanDrive,HealthTech,Health Analytics,Chennai,"Kedaara Capital, Ribbit Capital",Seed,856000,2023-07-25
449,MediHive,HealthTech,Health Analytics,Delhi,"Blume Ventures, Elevation Capital, Nexus Venture Partners",Seed,1820000,2022-11-19
450,DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,2021-03-06
451,Chargebee,RealEstate,Home Services,Bengaluru,Peak XV,Seed,1207000,2023-01-29
452,FarmBox,RealEstate,Home Services,Noida,"Accel, Blume Ventures, IFC",Seed,1411000,2020-12-14
453,FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,2022-03-24
454,FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,2024-01-31
455,UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,2021-08-02
456,MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,56000,2022-05-21
457,AeroStack,FinTech,InsurTech,Gurugram,"Y Combinator, Zodius Capital",Seed,269000,2025-02-23
458,SkillRise,FinTech,InsurTech,Noida,Mirae Asset,Seed,1385000,2025-05-13
459,LogiMart,FinTech,InsurTech,Hyderabad,Info Edge,Seed,525000,2024-07-30
460,Swiggy,FinTech,InsurTech,Ahmedabad,"Ribbit Capital, Tiger Global Management, Zodius Capital",Seed,1019000,2020-04-15
461,Housejoy,EdTech,K12,Mumbai,Lightspeed India,Seed,199000,2023-04-19
462,Myntra,EdTech,K12,Delhi,Falcon Edge,Seed,304000,2021-08-28
463,PhonePe,EdTech,K12,Mumbai,"Kedaara Capital, Omidyar Network",Seed,96000,2020-03-09
464,FreshTech_329,EdTech,K12,Noida,"Ribbit Capital, Ventures India",Seed,125000,2023-04-16
465,SkillFlow,EdTech,K12,Ahmedabad,Info Edge,Seed,521000,2020-08-04
466,Licious,EdTech,K12,Chennai,Nexus Venture Partners,Seed,1411000,2023-11-11
467,Flipkart,EdTech,K12,Gurugram,"IFC, Mirae Asset",Seed,63000,2025-03-13
468,Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,1009000,2023-08-19
469,MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,107000,2023-09-27
470,NeoLabs,Logistics,Last Mile,Pune,IFC,Seed,91000,2022-06-29
471,HealthAnalytics,Logistics,Last Mile,Noida,Omidyar Network,Seed,122000,2023-07-04
472,NimbusMart,Logistics,Last Mile,Ahmedabad,"IFC, Matrix Partners India, Zodius Capital",Seed,1687000,2023-05-09
473,DriveEdge,Logistics,Last Mile,Pune,"Omidyar Network, Tiger Global Management, Y Combinator",Seed,200000,2020-03-18
474,AgriFit,Logistics,Last Mile,Noida,"Kalaari Capital, Matrix Partners India, Tiger Global Management",Seed,107000,2020-05-06
475,NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,2020-08-17
476,FinSense,FinTech,Lending,Delhi,Prosus Ventures,Seed,1178000,2022-03-31
477,Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,2020-05-18
478,DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,2020-02-29
479,FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,2023-08-21
480,NimbusLabs_243,SaaS,MarTech,Noida,"Nexus Venture Partners, Y Combinator",Seed,196000,2022-05-02
481,Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,2024-09-23
482,Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,2020-04-01
483,FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,2023-08-29
484,FreshTech,SaaS,MarTech,Bengaluru,"Accel, Tiger Global, Y Combinator",Seed,246000,2022-08-22
485,AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,127000,2021-04-11
486,AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,2023-04-19
487,FreshTech,AgriTech,Marketplace,Gurugram,IFC,Seed,1022000,2022-09-14
488,BlueTech,AgriTech,Marketplace,Chennai,"Accel, Falcon Edge, Tiger Global Management",Seed,329000,2024-02-26
489,EduMart,AgriTech,Marketplace,Ahmedabad,"Info Edge, Mirae Asset, SoftBank Vision Fund",Seed,313000,2025-06-11
490,QuantumSolutions,AgriTech,Marketplace,Bengaluru,Sequoia Capital India,Seed,1272000,2024-10-07
491,NextStack,E-commerce,Marketplace,Chennai,"Bessemer Venture Partners, Y Combinator",Seed,318000,2021-09-05
492,Zomato,AgriTech,Marketplace,Mumbai,Tiger Global,Seed,58000,2022-11-08
493,NimbusWorks,AgriTech,Marketplace,Hyderabad,"Tiger Global, Tiger Global Management",Seed,163000,2020-08-09
494,HyperLabs,AgriTech,Marketplace,Mumbai,"A91 Partners, Kedaara Capital",Seed,78000,2022-10-22
495,Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,2021-06-30
496,Dunzo,E-commerce,Marketplace,Hyderabad,"Lightspeed India, Nexus Venture Partners",Seed,788000,2020-10-30
497,AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,2024-07-10
498,NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000,2020-06-09
499,CoreConnect,Mobility,Micro Mobility,Noida,Bessemer Venture Partners,Seed,320000,2022-08-04
500,GreenMart,Mobility,Micro Mobility,Ahmedabad,"Blume Ventures, Tiger Global Management",Seed,753000,2025-04-28
501,HyperLabs,Mobility,Micro Mobility,Gurugram,"Elevation Capital, Prosus Ventures, SoftBank Vision Fund",Seed,1416000,2023-07-02
502,NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,2024-09-15
503,CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,1017000,2021-11-16
504,FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,52000,2022-03-19
505,LogiSense,FinTech,NeoBank,Noida,"IFC, Ribbit Capital, Sequoia Capital India",Seed,920000,2022-01-20
506,AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,2023-03-07
507,CloudPay,FinTech,NeoBank,Bengaluru,"Blume Ventures, Info Edge",Seed,1116000,2020-08-15
508,MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,795000,2024-02-07
509,Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,2022-06-20
